,word,neg_adj_count,pos_adj_count
1046,scary,84.0,16.0
1047,crowded,16.0,36.0
1048,prepared,76.0,55.0
1049,direct,67.0,51.0
1050,dribble,6.0,
1051,risen,1.0,
1052,w-,45.0,55.0
1053,uninterested,15.0,2.0
1054,co-located,2.0,1.0
1055,attempted,17.0,2.0
1056,b-c,17.0,19.0
1057,inquire,3.0,1.0
1058,restaturant,1.0,
1059,gloomy,16.0,1.0
1060,deteriorated,1.0,
1061,spite,14.0,14.0
1062,nearness,2.0,
1063,sign,40.0,15.0
1064,spent,108.0,130.0
1065,staff-worn,1.0,
1066,outstanding,74.0,316.0
1067,roof-top,4.0,7.0
1068,hob-nobbing,1.0,
1069,desireable,4.0,1.0
1070,anniversary,70.0,156.0
1071,latest,15.0,19.0
1072,drunk,19.0,2.0
1073,garden,12.0,15.0
1074,reviews,40.0,25.0
1075,ascertive,1.0,
1076,grumble,2.0,4.0
1077,video,4.0,4.0
1078,pop,3.0,4.0
1079,pushy,5.0,3.0
1080,complex,37.0,25.0
1081,rust,13.0,
1082,plan,21.0,6.0
1083,condos,2.0,1.0
1084,strange,140.0,49.0
1085,bigger,217.0,132.0
1086,underneath,23.0,10.0
1087,favorite,71.0,206.0
1088,..,21.0,15.0
1089,required,18.0,9.0
1090,checked,200.0,86.0
1091,quest,5.0,2.0
1092,charged,6.0,2.0
1093,concernned,1.0,
1094,cleaned,38.0,12.0
1095,cleaning,28.0,18.0
1096,toliet,22.0,2.0
1097,mention,26.0,13.0
1098,fight,12.0,3.0
1099,frustration,1.0,
1100,sick,63.0,24.0
1101,san,18.0,24.0
1102,diego,2.0,1.0
1103,locker,4.0,
1104,mediocre,32.0,6.0
1105,open.then,1.0,
1106,agree.the,1.0,
1107,boot,2.0,
1108,touch,90.0,116.0
1109,dicey,3.0,1.0
1110,anxious,10.0,12.0
1111,shocked,22.0,4.0
1112,imagine,42.0,18.0
1113,ethernet,3.0,3.0
1114,sophisticated,9.0,22.0
1115,onsite,18.0,9.0
1116,evident,20.0,10.0
1117,mile,48.0,54.0
1118,discuss,7.0,2.0
1119,clueless,9.0,2.0
1120,second,24.0,16.0
1121,wedding,8.0,5.0
1122,roof,45.0,50.0
1123,wrist,1.0,1.0
1124,unbelievable,30.0,42.0
1125,stairwell,2.0,
1126,explained,7.0,3.0
1127,closer,66.0,26.0
1128,insult,13.0,1.0
1129,rental,88.0,121.0
1130,supper,2.0,7.0
1131,thoughtful,10.0,38.0
1132,seek,13.0,4.0
1133,bla,2.0,
1134,comforter,8.0,2.0
1135,satisfied,28.0,41.0
1136,inclusive,11.0,8.0
1137,quickest,2.0,2.0
1138,wharf,13.0,20.0
1139,enclosed,4.0,1.0
1140,respite,2.0,9.0
1141,grabby,1.0,
1142,homeless,89.0,26.0
1143,liquid,6.0,6.0
1144,car-per,1.0,
1145,sorority-fraternity,1.0,
1146,lifts,20.0,13.0
1147,bleep,1.0,
1148,negoiate,1.0,
1149,bdrm,1.0,
1150,living-dining,1.0,2.0
1151,only,10.0,7.0
1152,useful,52.0,73.0
1153,specific,53.0,30.0
1154,horrific,14.0,1.0
1155,abysmal,9.0,1.0
1156,accepted,4.0,1.0
1157,accommodative,1.0,
1158,every,5.0,11.0
1159,significant,50.0,28.0
1160,tear,29.0,7.0
1161,heating-air,4.0,1.0
1162,allotment,1.0,
1163,gouge,3.0,1.0
1164,redo,6.0,1.0
1165,unbelievably,2.0,
1166,leaky,6.0,2.0
1167,arrangement,3.0,1.0
1168,alternative,66.0,39.0
1169,neighborhood,33.0,36.0
1170,cut,6.0,1.0
1171,chest,9.0,10.0
1172,indifferent,43.0,4.0
1173,mignight,1.0,
1174,termiinal,1.0,
1175,returned,26.0,11.0
1176,readable,2.0,
1177,iphone,4.0,3.0
1178,helpline,1.0,
1179,.in,1.0,3.0
1180,dingy,61.0,6.0
1181,combined,2.0,4.0
1182,exellent,3.0,1.0
1183,worked,27.0,27.0
1184,dispenser-soda,1.0,
1185,italian,33.0,116.0
1186,penn,3.0,8.0
1187,top..,1.0,
1188,seventh,5.0,12.0
1189,trendy,71.0,87.0
1190,metro,31.0,47.0
1191,stop-circulatory,1.0,
1192,smithsonian,7.0,9.0
1193,ride,24.0,46.0
1194,watch,26.0,26.0
1195,fleabag,5.0,
1196,tolerable,25.0,5.0
1197,st,60.0,92.0
1198,sufficient,38.0,45.0
1199,request,54.0,26.0
1200,social,16.0,23.0
1201,enjoyed,39.0,91.0
1202,spacey,1.0,1.0
1203,window-type,1.0,
1204,bathroom,51.0,22.0
1205,offered,12.0,4.0
1206,pro,10.0,7.0
1207,wooden,24.0,17.0
1208,subway,48.0,119.0
1209,supermarkts,1.0,
1210,international,33.0,23.0
1211,review-,1.0,
1212,renovated,35.0,25.0
1213,dead,109.0,40.0
1214,optimist,1.0,
1215,pest,5.0,
1216,nighttime,5.0,2.0
1217,reality,1.0,
1218,exotic,3.0,5.0
1219,feed,2.0,
1220,turn-down,13.0,14.0
1221,maid,37.0,20.0
1222,in-wall,5.0,1.0
1223,fault,29.0,35.0
1224,aerobic,2.0,3.0
1225,universal,9.0,11.0
1226,gym,54.0,84.0
1227,in-house,5.0,9.0
1228,printed,5.0,1.0
1229,plural,1.0,
1230,engagement,5.0,5.0
1231,disatourous,1.0,
1232,floor-,3.0,1.0
1233,similiar,4.0,1.0
1234,left,172.0,59.0
1235,alot,25.0,21.0
1236,'queen,2.0,
1237,vapor-rub,1.0,
1238,hot-tub,5.0,
1239,utilize,7.0,6.0
1240,located,32.0,35.0
1241,san-diego,1.0,
1242,sleeper,35.0,29.0
1243,over-powering,2.0,
1244,noticeable,33.0,27.0
1245,-pm,89.0,63.0
1246,entree,3.0,6.0
1247,swim,16.0,11.0
1248,largest,24.0,45.0
1249,human,25.0,7.0
1250,leafs,1.0,
1251,times,2.0,1.0
1252,tho,12.0,7.0
1253,swam,2.0,2.0
1254,tea,27.0,45.0
1255,tree,7.0,8.0
1256,rid,35.0,3.0
1257,amazement,1.0,
1258,accurate,17.0,11.0
1259,laundry,74.0,59.0
1260,leave,110.0,57.0
1261,del,1.0,
1262,-a,5.0,4.0
1263,beach,7.0,10.0
1264,invaluable,1.0,4.0
1265,unimpressed,11.0,
1266,run-down,38.0,7.0
1267,uniformed,1.0,1.0
1268,barest,2.0,
1269,excessively-dirty,1.0,
1270,unappealing,10.0,3.0
1271,over-packed,1.0,
1272,electric,34.0,21.0
1273,industrial,48.0,13.0
1274,refillable,1.0,1.0
1275,questioned,7.0,2.0
1276,insulted,5.0,
1277,hairstyle,1.0,
1278,special.th,1.0,
1279,convieniet,1.0,
1280,diet,11.0,8.0
1281,fairness,22.0,4.0
1282,straightend,1.0,
1283,weakest,3.0,1.0
1284,luke-warm,2.0,1.0
1285,convention,7.0,2.0
1286,walkable,30.0,50.0
1287,accessed,2.0,2.0
1288,confortable,20.0,42.0
1289,blanket-comforter,1.0,
1290,week-old,1.0,
1291,drawer,14.0,7.0
1292,'complimentary,2.0,1.0
1293,sterile,10.0,13.0
1294,husband,5.0,5.0
1295,unscrew,2.0,
1296,tvs,5.0,1.0
1297,miss,43.0,33.0
1298,flown,6.0,4.0
1299,smoke,22.0,2.0
1300,turns,1.0,1.0
1301,evocative,1.0,
1302,obsessive,1.0,1.0
1303,oppressive,5.0,
1304,noon,12.0,16.0
1305,basement-level,1.0,
1306,cappuccino,1.0,
1307,l'enfant,2.0,
1308,pleased,77.0,247.0
1309,cellular,2.0,
1310,non-existent,34.0,2.0
1311,signal,53.0,22.0
1312,trustworthy,1.0,1.0
1313,skin,10.0,2.0
1314,connect,26.0,17.0
1315,purpose,44.0,24.0
1316,end,95.0,66.0
1317,time-share,3.0,
1318,occasional,16.0,25.0
1319,reminded,8.0,3.0
1320,famous,63.0,76.0
1321,rubbish,25.0,5.0
1322,earlier,32.0,28.0
1323,thrown,18.0,1.0
1324,hair,40.0,8.0
1325,lied,5.0,
1326,straight,44.0,32.0
1327,greatest,33.0,29.0
1328,stuffy-old,1.0,
1329,grand,110.0,104.0
1330,luxurious,85.0,189.0
1331,unremarkable,16.0,4.0
1332,lobby-lounge,1.0,2.0
1333,day-weekend,1.0,
1334,fan-vent,1.0,
1335,lumpy,22.0,3.0
1336,coffee-hot,2.0,5.0
1337,fi,3.0,3.0
1338,expensive-,1.0,
1339,tram,4.0,4.0
1340,train,17.0,24.0
1341,female,57.0,18.0
1342,pull,43.0,25.0
1343,waterbed,1.0,
1344,dangerous,39.0,13.0
1345,restricted,1.0,4.0
1346,anonymous,5.0,
1347,zealous,1.0,3.0
1348,sentimental,1.0,3.0
1349,cared,9.0,8.0
1350,lift,32.0,12.0
1351,cleanest,9.0,6.0
1352,-nd,109.0,60.0
1353,deoderizer,1.0,
1354,didnt,53.0,31.0
1355,couldnt,16.0,7.0
1356,english,63.0,19.0
1357,improved,9.0,6.0
1358,wont,11.0,3.0
1359,stop,91.0,66.0
1360,bellboys,1.0,
1361,adult,6.0,6.0
1362,rowdy,7.0,4.0
1363,evening-night,2.0,1.0
1364,stuffy,29.0,21.0
1365,dial,29.0,5.0
1366,registered,4.0,3.0
1367,diffierent,1.0,
1368,experience,14.0,19.0
1369,fewer,13.0,4.0
1370,horn,7.0,4.0
1371,smallest,78.0,28.0
1372,ergonomic,2.0,3.0
1373,liking-done,1.0,
1374,cigarette,11.0,
1375,smoke-maybe,1.0,
1376,initial,60.0,26.0
1377,planned,6.0,4.0
1378,plesant,5.0,7.0
1379,soaked,4.0,
1380,thoroughly,3.0,1.0
1381,cleanliness,43.0,24.0
1382,notice,63.0,26.0
1383,depressing,14.0,2.0
1384,unsafe,98.0,31.0
1385,mice,3.0,1.0
1386,wary,10.0,18.0
1387,higher-end,6.0,2.0
1388,quite,37.0,21.0
1389,american,85.0,86.0
1390,underground,26.0,47.0
1391,concentration,1.0,
1392,southern-style,1.0,
1393,don,20.0,6.0
1394,lame,11.0,2.0
1395,unpredictable,7.0,
1396,sloppy,19.0,3.0
1397,tag,2.0,1.0
1398,stained,25.0,
1399,limited,131.0,80.0
1400,spiral,7.0,6.0
1401,-day,108.0,62.0
1402,conenient,1.0,
1403,mini-fridge,9.0,10.0
1404,breakfast,101.0,119.0
1405,casual,25.0,39.0
1406,sketchy,37.0,10.0
1407,confirmed,17.0,3.0
1408,harbor,7.0,17.0
1409,layer,5.0,
1410,mischievous,1.0,
1411,livable,1.0,2.0
1412,heating-cooling,10.0,2.0
1413,shame,31.0,6.0
1414,unreliable,18.0,1.0
1415,prepaid,20.0,3.0
1416,perfect,194.0,774.0
1417,renovation,6.0,1.0
1418,garage,19.0,12.0
1419,reimburse,7.0,
1420,involved,6.0,3.0
1421,misleading,11.0,
1422,weekly,28.0,15.0
1423,invisible,11.0,2.0
1424,spots,7.0,5.0
1425,motivated,1.0,
1426,synthetic,8.0,2.0
1427,cosmetic,16.0,3.0
1428,inside,61.0,41.0
1429,bearable,13.0,5.0
1430,lamps,18.0,9.0
1431,consisted,6.0,2.0
1432,bread,20.0,16.0
1433,sausage,3.0,5.0
1434,start,43.0,69.0
1435,informative,17.0,42.0
1436,concierge,29.0,19.0
1437,-in,2.0,1.0
1438,check-out,39.0,42.0
1439,ended,8.0,2.0
1440,doubles+sofabed,1.0,
1441,festival,4.0,5.0
1442,fridge-freezer,1.0,3.0
1443,forgot,13.0,10.0
1444,loudest,11.0,2.0
1445,feeling,15.0,9.0
1446,laid,6.0,10.0
1447,split-up,1.0,
1448,tower-pretty,1.0,
1449,bathrooms-old,1.0,
1450,re-charging,1.0,
1451,healthiest,1.0,
1452,strange-one,1.0,
1453,active,16.0,24.0
1454,shamppo,1.0,
1455,unavailable,22.0,8.0
1456,excited,36.0,8.0
1457,exposed,5.0,
1458,moth,1.0,
1459,crashed,1.0,1.0
1460,snowboard,1.0,
1461,green,85.0,65.0
1462,belong,8.0,2.0
1463,continue,7.0,5.0
1464,reservation,13.0,6.0
1465,familiar,40.0,38.0
1466,p.m..,2.0,
1467,understaffed,28.0,8.0
1468,fecal,4.0,
1469,pre-paid,29.0,10.0
1470,confusing,14.0,17.0
1471,point,11.0,9.0
1472,meet,18.0,13.0
1473,natural,50.0,37.0
1474,impersonal,41.0,23.0
1475,spanish,19.0,8.0
1476,selfish,1.0,2.0
1477,document,1.0,2.0
1478,smooth,17.0,42.0
1479,utterly,5.0,5.0
1480,touched,2.0,3.0
1481,warn,9.0,4.0
1482,speculate,1.0,
1483,down-right,1.0,
1484,scared,11.0,2.0
1485,nonsense,6.0,
1486,indoor,62.0,78.0
1487,slower,16.0,9.0
1488,.-k,1.0,
1489,dial-up,8.0,
1490,pipe-water,1.0,
1491,glass,3.0,4.0
1492,umbrella,6.0,20.0
1493,humid,17.0,6.0
1494,cloths,2.0,
1495,miserable,56.0,8.0
1496,recognize,4.0,2.0
1497,shelve,1.0,
1498,smashed,1.0,
1499,appeased,1.0,
1500,satisfactory,40.0,14.0
1501,learn,16.0,9.0
1502,bitter,12.0,3.0
1503,mouth,3.0,
1504,extraordinary,14.0,32.0
1505,champagne,3.0,6.0
1506,lack,45.0,14.0
1507,obstacle,2.0,
1508,radius,6.0,5.0
1509,..for,1.0,
1510,liquor,1.0,1.0
1511,exhaust,7.0,4.0
1512,-st,42.0,24.0
1513,dramatic,8.0,9.0
1514,floral,10.0,10.0
1515,utilitarian,10.0,2.0
1516,grey,9.0,3.0
1517,hospital-style,1.0,
1518,unattractive,20.0,3.0
1519,flip,7.0,4.0
1520,decor,64.0,83.0
1521,gray,20.0,8.0
1522,sad,70.0,20.0
1523,awe,1.0,
1524,interior,104.0,83.0
1525,rennovated,2.0,
1526,plug-in,4.0,3.0
1527,substantial,15.0,16.0
1528,with-in,2.0,1.0
1529,reasoanle,1.0,
1530,commodious,3.0,1.0
1531,ate,37.0,52.0
1532,rug,16.0,4.0
1533,briann,1.0,
1534,toenail,2.0,
1535,day-a,1.0,
1536,tea-not,1.0,
1537,intouch,3.0,6.0
1538,homeless-drug,1.0,
1539,promotional,6.0,1.0
1540,printing,1.0,
1541,just,2.0,1.0
1542,dissatisfied,9.0,1.0
1543,equate,1.0,1.0
1544,included,36.0,50.0
1545,scuff,3.0,
1546,inch,42.0,21.0
1547,brought,42.0,34.0
1548,ears,1.0,
1549,strip,9.0,2.0
1550,re-make,1.0,
1551,wholesale,4.0,3.0
1552,mechanical,9.0,4.0
1553,dining,6.0,9.0
1554,institutional,4.0,3.0
1555,academic,2.0,3.0
1556,horde,1.0,
1557,anime-loving,1.0,
1558,comic,1.0,
1559,accommodate,21.0,8.0
1560,devil,2.0,
1561,alley,12.0,15.0
1562,metal,6.0,4.0
1563,earth,1.0,2.0
1564,spruced,2.0,1.0
1565,worn-out-tired,1.0,
1566,looked,38.0,16.0
1567,delighted,4.0,15.0
1568,tasted,4.0,2.0
1569,acoustic,2.0,
1570,upgrading,17.0,4.0
1571,caulk,1.0,
1572,spoke,14.0,5.0
1573,plastic,68.0,26.0
1574,air-conditioning,15.0,18.0
1575,muggy,5.0,
1576,meant,48.0,20.0
1577,unusable,29.0,2.0
1578,suggested,3.0,6.0
1579,housekeeping,39.0,35.0
1580,honor,31.0,5.0
1581,stick,22.0,4.0
1582,spotless,9.0,37.0
1583,sushi-shashimi,1.0,
1584,fond,4.0,6.0
1585,pray,2.0,
1586,bible,4.0,
1587,stressful,19.0,19.0
1588,receive,45.0,24.0
1589,-terrible,1.0,
1590,-even,2.0,
1591,neighbor,4.0,3.0
1592,-no,6.0,1.0
1593,walls-door,2.0,
1594,slammed,1.0,
1595,fellow,23.0,22.0
1596,well-styled,1.0,
1597,uncooked,3.0,
1598,sight-seeing,11.0,14.0
1599,dank,3.0,
1600,pick,74.0,72.0
1601,up-to-par,1.0,
1602,current,41.0,31.0
1603,ineffective,5.0,1.0
1604,lengthy,12.0,5.0
1605,center,26.0,28.0
1606,equivalent,20.0,7.0
1607,exciting,9.0,8.0
1608,ordered,31.0,26.0
1609,freaking,1.0,
1610,ruin,12.0,1.0
1611,slinger..ps-several,1.0,
1612,awkward,21.0,10.0
1613,see-through,6.0,1.0
1614,fortunate,5.0,10.0
1615,horific,1.0,
1616,proper,47.0,24.0
1617,'o,1.0,
1618,prestigious,2.0,1.0
1619,mobile,13.0,9.0
1620,hill,8.0,11.0
1621,tired-grubby,1.0,
1622,uncleaned,3.0,
1623,two-day,5.0,4.0
1624,desolate,2.0,
1625,sit,27.0,18.0
1626,seat,9.0,3.0
1627,flipped,4.0,
1628,alert,9.0,6.0
1629,toast,21.0,22.0
1630,bendy,1.0,
1631,cloth,3.0,2.0
1632,wear,63.0,24.0
1633,washcloths,11.0,1.0
1634,chlorine,6.0,4.0
1635,stare,5.0,
1636,envious,1.0,
1637,uneventful,9.0,5.0
1638,dog-eared,1.0,
1639,proceeded,7.0,1.0
1640,spa,49.0,74.0
1641,apology,19.0,1.0
1642,cluster,1.0,
1643,jagged,2.0,
1644,coincide,1.0,
1645,doube,1.0,
1646,acknowledgment,2.0,
1647,draw,9.0,8.0
1648,leaked,8.0,1.0
1649,living,10.0,37.0
1650,mentioned,26.0,31.0
1651,affect,7.0,4.0
1652,and-or,48.0,28.0
1653,trams-,1.0,
1654,downmarket,2.0,
1655,brunch,11.0,13.0
1656,fish,33.0,38.0
1657,gourmet,2.0,6.0
1658,weigh,3.0,3.0
1659,economical,14.0,23.0
1660,smart,21.0,18.0
1661,tap-faucet,1.0,
1662,habit,2.0,1.0
1663,consequent,2.0,
1664,liked,46.0,73.0
1665,issues-despite,1.0,
1666,hooks,2.0,
1667,face,6.0,3.0
1668,popcorn,12.0,17.0
1669,leak,14.0,1.0
1670,grainy,3.0,
1671,painted,5.0,3.0
1672,responsible,35.0,10.0
1673,sneaky,5.0,
1674,greeted,18.0,24.0
1675,spookier,1.0,
1676,sooo,3.0,2.0
1677,dispose,3.0,
1678,accomodate,22.0,2.0
1679,defensive,8.0,
1680,competent,12.0,7.0
1681,supportive,2.0,2.0
1682,newer,67.0,36.0
1683,experienced,38.0,31.0
1684,lasted,3.0,2.0
1685,must-stay,1.0,1.0
1686,must-avoid,1.0,
1687,west,55.0,84.0
1688,wanting,6.0,2.0
1689,loft,5.0,19.0
1690,rare,29.0,52.0
1691,wi,2.0,1.0
1692,'d,15.0,16.0
1693,hole-in-the,1.0,
1694,hideous,13.0,5.0
1695,raw,24.0,2.0
1696,over-whelming,1.0,
1697,googled,1.0,
1698,microwaved,1.0,
1699,garlic,2.0,6.0
1700,exclusive,16.0,16.0
1701,tower-room-view,1.0,
1702,sincere,6.0,15.0
1703,him-her,2.0,
1704,return,33.0,79.0
1705,wish,8.0,13.0
1706,..this,3.0,2.0
1707,unreasonable,24.0,4.0
1708,farther,4.0,3.0
1709,sadder,1.0,
1710,hopeless,3.0,
1711,mailed,2.0,
1712,collegue,2.0,1.0
1713,unorganised,1.0,
1714,distance,8.0,18.0
1715,ontop,2.0,
1716,everymorning,1.0,
1717,someplace,8.0,2.0
1718,knew,36.0,28.0
1719,rear,23.0,9.0
1720,unsuspecting,6.0,
1721,box,11.0,5.0
1722,sixth,18.0,16.0
1723,hefty,7.0,5.0
1724,secondary,6.0,2.0
1725,bizarre,22.0,4.0
1726,cooler,10.0,4.0
1727,luggage,79.0,58.0
1728,nap,8.0,10.0
1729,skip,11.0,5.0
1730,non-functioning,3.0,1.0
1731,moderate,13.0,10.0
1732,indifference-lack,1.0,
1733,spaced,1.0,
1734,server,5.0,5.0
1735,club,43.0,25.0
1736,disregarded,2.0,
1737,muni,4.0,7.0
1738,bell-desk,1.0,
1739,unbearable,36.0,5.0
1740,array,2.0,3.0
1741,dismissive,13.0,1.0
1742,everything,6.0,5.0
1743,equipped,6.0,16.0
1744,ive,10.0,9.0
1745,ton,9.0,10.0
1746,thier,15.0,5.0
1747,sq,14.0,21.0
1748,ft,17.0,14.0
1749,exist,1.0,
1750,it..not,1.0,
1751,stops,8.0,13.0
1752,not-that-good,1.0,
1753,replaced,12.0,4.0
1754,confirm,15.0,5.0
1755,damper,5.0,2.0
1756,.just,5.0,3.0
1757,occupant,15.0,1.0
1758,reluctant,10.0,7.0
1759,daughter,10.0,17.0
1760,cant,32.0,34.0
1761,waive,14.0,
1762,dept,4.0,
1763,timely,12.0,10.0
1764,revamp,2.0,
1765,soundproof,7.0,8.0
1766,rail,5.0,13.0
1767,bar-restaurant,19.0,30.0
1768,lots,77.0,91.0
1769,dishwasher,2.0,1.0
1770,mentioned-offered,1.0,
1771,debatable,2.0,
1772,-day-,1.0,
1773,enough-,4.0,
1774,sauna,14.0,14.0
1775,scramble,11.0,6.0
1776,mis-matched,1.0,
1777,follow-up,7.0,3.0
1778,hardcopy,1.0,
1779,re-checkin,1.0,
1780,theater,3.0,5.0
1781,transit,3.0,1.0
1782,uneatable,1.0,
1783,promised,21.0,3.0
1784,quaintness,2.0,2.0
1785,tenth,5.0,3.0
1786,non-descript,6.0,1.0
1787,tight,69.0,55.0
1788,unusual,52.0,42.0
1789,primary,15.0,10.0
1790,roller,1.0,
1791,insane,5.0,1.0
1792,dismayed,5.0,2.0
1793,wee,18.0,10.0
1794,well-stocked,7.0,21.0
1795,well-appointed,14.0,45.0
1796,business-focused,1.0,
1797,survive,6.0,2.0
1798,misguided,2.0,
1799,avalable,3.0,1.0
1800,fun,50.0,74.0
1801,sky,9.0,5.0
1802,steak,11.0,14.0
1803,unprofessional.rooms,1.0,
1804,quieter,23.0,15.0
1805,gop,1.0,
1806,rip-off,6.0,2.0
1807,answered,18.0,14.0
1808,question.the,1.0,
1809,frig,5.0,3.0
1810,porn,8.0,
1811,technical,8.0,10.0
1812,behavior,16.0,2.0
1813,tot,1.0,
1814,eh,1.0,1.0
1815,unfamiliar,9.0,7.0
1816,tricky,17.0,17.0
1817,figured,13.0,4.0
1818,tht,1.0,
1819,exemplary,3.0,11.0
1820,-+-night,4.0,
1821,shirt,6.0,2.0
1822,refer-freezer,1.0,
1823,line-up,1.0,
1824,forever,2.0,1.0
1825,hop-skip-jump,1.0,
1826,finicky,9.0,3.0
1827,mid-june,2.0,1.0
1828,soap,12.0,4.0
1829,dish,18.0,23.0
1830,ash,6.0,1.0
1831,tower,19.0,19.0
1832,god,2.0,5.0
1833,dog,14.0,17.0
1834,respective,6.0,
1835,eating,16.0,14.0
1836,physical,21.0,13.0
1837,outcome,5.0,
1838,victim,2.0,1.0
1839,criminal,13.0,3.0
1840,skeptical,9.0,13.0
1841,dull,20.0,7.0
1842,definately..if,1.0,
1843,higher-ups,1.0,
1844,work-a-day,1.0,
1845,subject,21.0,5.0
1846,unrelated,4.0,2.0
1847,bureaucratic,1.0,1.0
1848,itemized,1.0,
1849,surprise-dismay,1.0,
1850,operate,6.0,2.0
1851,synonymous,1.0,
1852,near-disaster,1.0,
1853,mineral,2.0,5.0
1854,demanded,3.0,1.0
1855,break,14.0,13.0
1856,outside,3.0,1.0
1857,washed,7.0,1.0
1858,cleaniness,2.0,3.0
1859,unperfect,1.0,
1860,lier,1.0,
1861,carried,5.0,3.0
1862,stacked,1.0,
1863,ski,2.0,2.0
1864,chronic,2.0,1.0
1865,dear,5.0,9.0
1866,sweet,24.0,51.0
1867,smelled,13.0,4.0
1868,gal,7.0,3.0
1869,re-stacked,1.0,
1870,peace,2.0,
1871,nose,15.0,7.0
1872,toe,4.0,
1873,th-,1.0,
1874,offensive,25.0,
1875,exept,1.0,1.0
1876,competitive,22.0,20.0
1877,cheerful,20.0,53.0
1878,candy,5.0,2.0
1879,appreciated,9.0,36.0
1880,unloaded,7.0,5.0
1881,grabbed,11.0,5.0
1882,lighted,1.0,3.0
1883,scorn,1.0,
1884,felt,26.0,13.0
1885,first,35.0,25.0
1886,intrusive,8.0,20.0
1887,annoying,15.0,9.0
1888,extract,3.0,1.0
1889,domestic,7.0,7.0
1890,untouched,2.0,
1891,round,8.0,9.0
1892,nature,4.0,7.0
1893,rancid,3.0,
1894,residue,13.0,
1895,lid,7.0,1.0
1896,safes,3.0,2.0
1897,swear,5.0,3.0
1898,aren,1.0,2.0
1899,guys,13.0,10.0
1900,historical,39.0,57.0
1901,glue,2.0,
1902,everytime,8.0,9.0
1903,prepare,6.0,4.0
1904,extended,21.0,12.0
1905,spilled,6.0,
1906,mid-,1.0,1.0
1907,unrestful,1.0,
1908,south,33.0,53.0
1909,friends,2.0,
1910,bar,17.0,12.0
1911,eventhough,2.0,
1912,informed,51.0,14.0
1913,chair,31.0,10.0
1914,rumble,6.0,3.0
1915,watt,3.0,
1916,sound-wise,1.0,
1917,impress,5.0,7.0
1918,skinny,9.0,1.0
1919,pool-hot,4.0,11.0
1920,fridge,23.0,22.0
1921,pike,4.0,15.0
1922,parked,19.0,14.0
1923,ultimate,6.0,5.0
1924,tucked,4.0,3.0
1925,residential,27.0,34.0
1926,modest,27.0,20.0
1927,semi-decent,3.0,
1928,sun-damaged,1.0,
1929,poorly,4.0,
1930,holder-soap,1.0,
1931,complimented,2.0,
1932,tea-coffee,4.0,12.0
1933,danish,15.0,15.0
1934,salad,17.0,25.0
1935,no-one,5.0,3.0
1936,'delicious,1.0,
1937,served,6.0,6.0
1938,permit,1.0,
1939,rear-view,1.0,
1940,extensive,28.0,39.0
1941,un,8.0,3.0
1942,impaired,3.0,
1943,un-collapsed,1.0,
1944,his-the,1.0,
1945,british,15.0,7.0
1946,bird,4.0,2.0
1947,bathe,2.0,
1948,nushell,1.0,
1949,dumpy,4.0,2.0
1950,cabs,8.0,16.0
1951,luke,10.0,2.0
1952,ample,28.0,92.0
1953,imaginable,8.0,11.0
1954,unsettling,7.0,
1955,fortune,5.0,6.0
1956,smalish,1.0,
1957,notch,9.0,24.0
1958,kaviar,1.0,
1959,whiskey,1.0,2.0
1960,sparkling,4.0,5.0
1961,refill,6.0,1.0
1962,basement,12.0,6.0
1963,bars-clubs,2.0,2.0
1964,sized,40.0,39.0
1965,trail,4.0,11.0
1966,drink,14.0,15.0
1967,coffee,14.0,26.0
1968,asthetic,1.0,
1969,neighbours.the,1.0,
1970,australian,2.0,7.0
1971,quid,2.0,
1972,snails,1.0,
1973,wake-up,25.0,8.0
1974,shameful,3.0,
1975,undisturbed,3.0,7.0
1976,explicit,4.0,
1977,irrespective,2.0,
1978,minor,90.0,176.0
1979,exuberant,2.0,1.0
1980,itched,2.0,
1981,infested,5.0,
1982,creepy,21.0,5.0
1983,shakey,2.0,
1984,snack,8.0,4.0
1985,static,18.0,1.0
1986,upcoming,9.0,3.0
1987,stupid,27.0,12.0
1988,cough,4.0,
1989,arent,3.0,2.0
1990,annual,18.0,31.0
1991,resonable,5.0,1.0
1992,entrance,12.0,9.0
1993,slick,7.0,2.0
1994,tasty,37.0,74.0
1995,sandwich,25.0,18.0
1996,charge,8.0,3.0
1997,battered,2.0,1.0
1998,suttle,1.0,
1999,luck,15.0,11.0
2000,select,22.0,16.0
2001,waterfront,9.0,26.0
2002,barely,1.0,1.0
2003,vendor,2.0,
2004,mr.,1.0,
2005,motel-like,1.0,
2006,tribute,1.0,
2007,dirty-musty,1.0,
2008,over-charged,3.0,
2009,add,23.0,16.0
2010,tripled,1.0,
2011,racuous,1.0,
2012,locally-owned,1.0,
2013,long-time,4.0,1.0
2014,chinese,41.0,43.0
2015,very,10.0,22.0
2016,unfortunately,12.0,5.0
2017,stain,6.0,2.0
2018,locked,18.0,10.0
2019,heap,3.0,1.0
2020,skeezy,1.0,
2021,snowed-rained,1.0,
2022,hesitant,13.0,15.0
2023,pizza-italian,1.0,
2024,cupboard,5.0,3.0
2025,posative,1.0,
2026,sub-standard,6.0,2.0
2027,addressed,7.0,6.0
2028,younger,32.0,35.0
2029,north,55.0,92.0
2030,easiest,8.0,5.0
2031,ocean,25.0,43.0
2032,builder-grade,1.0,
2033,paint,18.0,8.0
2034,boring,12.0,10.0
