,word,neg_adj_count,pos_adj_count
10787,parikng,1.0,
10788,us-based,1.0,
10789,attention..,1.0,
10790,linty,1.0,
10791,up-sells,1.0,
10792,first-generation,1.0,
10793,lmao,1.0,
10794,chouch,1.0,
10795,lan,1.0,
10796,managable,1.0,2.0
10797,spot,1.0,6.0
10798,renoveted,1.0,
10799,location-quality,1.0,
10800,vinyl,2.0,
10801,joked,2.0,
10802,in-so,1.0,
10803,disappointed-put,1.0,
10804,out-of-state,1.0,
10805,angrier,1.0,
10806,panhandlers-sketchy,1.0,
10807,two-,2.0,
10808,three-story,2.0,
10809,shower-toilet,1.0,2.0
10810,where-how,1.0,1.0
10811,scruffy..,1.0,
10812,tick,1.0,1.0
10813,visit..,1.0,
10814,smoke-fire,1.0,
10815,sthe,1.0,
10816,equpment,1.0,
10817,switch-button,1.0,
10818,sidewalk,5.0,5.0
10819,europe-based,1.0,
10820,pillowtop,2.0,2.0
10821,granite-stone,1.0,
10822,unsophisticated,1.0,
10823,undemanding,1.0,
10824,breakfat,1.0,
10825,tested,1.0,
10826,cdn,1.0,1.0
10827,tje,1.0,
10828,that-,1.0,
10829,am-as,1.0,
10830,unaccessible,1.0,
10831,menu-breakfast,1.0,
10832,arm-chairs,1.0,
10833,intrinsic,1.0,1.0
10834,rearranged,1.0,
10835,does't,1.0,
10836,desolite,1.0,
10837,onnnnnnnnnnnnnn,1.0,
10838,onnnnnnnnnnnn,1.0,
10839,receptive,3.0,2.0
10840,flaws,1.0,1.0
10841,measure,1.0,1.0
10842,refit,1.0,
10843,torch,2.0,
10844,fowl,1.0,
10845,febreeze,1.0,
10846,comp-ing,1.0,
10847,sorted,1.0,2.0
10848,reckon,2.0,
10849,siren,1.0,2.0
10850,aromatic,1.0,1.0
10851,clorox,1.0,
10852,priest,1.0,
10853,onyx,1.0,
10854,xv,1.0,3.0
10855,complains,1.0,
10856,sqft,1.0,
10857,rectal,1.0,
10858,doorman-valet,1.0,1.0
10859,devilish,1.0,
10860,not-above-average,1.0,
10861,desk-security-valet,1.0,
10862,offender,1.0,
10863,in-person,1.0,
10864,minutes.for,1.0,
10865,corporate-discounted,1.0,
10866,-degree,1.0,
10867,single-pane,1.0,
10868,ensured,1.0,1.0
10869,in-between,3.0,3.0
10870,inhabitant,1.0,
10871,re-fill,2.0,1.0
10872,jeapordy,1.0,
10873,employees..,1.0,
10874,harmless,2.0,
10875,luxery,2.0,1.0
10876,rummaged,1.0,
10877,inaddequate,1.0,
10878,underlay,1.0,
10879,last.i,1.0,
10880,unofficial,1.0,
10881,snob,1.0,1.0
10882,aura,1.0,1.0
10883,chat,1.0,1.0
10884,nicely-sized,1.0,1.0
10885,bedrs,1.0,
10886,double-king,1.0,
10887,back-up,2.0,
10888,towl,1.0,
10889,seaport,1.0,3.0
10890,blurry,1.0,
10891,plugging,1.0,
10892,deskstaff,1.0,
10893,specs,1.0,
10894,issues..oh,1.0,
10895,doesn'tgive,1.0,
10896,unappreciated,1.0,1.0
10897,claim,1.0,
10898,unblocked,1.0,
10899,shining,1.0,
10900,negotiable,1.0,1.0
10901,unprotected,1.0,
10902,thirty-five,1.0,1.0
10903,athmosphere,1.0,1.0
10904,ulitmate,1.0,
10905,.great,1.0,2.0
10906,smokefree,1.0,
10907,trashiest,1.0,
10908,scurviest,1.0,
10909,no-tell,1.0,
10910,fatty,1.0,2.0
10911,parasite,3.0,
10912,someone,1.0,
10913,dowdiest,1.0,
10914,full-it,1.0,
10915,lght,1.0,
10916,factor,1.0,2.0
10917,sweating-drooling,1.0,
10918,.loud,1.0,
10919,thne,1.0,
10920,w-the,1.0,6.0
10921,updoing,1.0,
10922,do-the-minimum-possible,1.0,
10923,taxes-fees,1.0,
10924,.live,1.0,
10925,mismanaged,1.0,
10926,blamed,1.0,
10927,hdmi,1.0,
10928,accomplish,2.0,2.0
10929,plexiglas,1.0,
10930,firsthand,1.0,
10931,most-recent,1.0,
10932,spilling,1.0,
10933,comfortable.there,1.0,1.0
10934,urns,1.0,
10935,afantastic,1.0,
10936,doors-,1.0,
10937,nespresso,1.0,2.0
10938,non-crowded,1.0,
10939,not-for-championship,1.0,
10940,has-not-been-cleaned-in-who-knows-when,1.0,
10941,end-corner,1.0,
10942,decorator,1.0,
10943,wool,2.0,
10944,musician,1.0,1.0
10945,presumed,1.0,
10946,felon,1.0,
10947,hold-deposit,1.0,
10948,has-been,3.0,
10949,extra-night,2.0,
10950,splattered,2.0,
10951,food-beverage,1.0,1.0
10952,w-one,1.0,1.0
10953,sleek-looking,1.0,
10954,loading-unloading-work,1.0,
10955,shoot,1.0,3.0
10956,waist,1.0,
10957,clientale,1.0,
10958,kinda,1.0,4.0
10959,exepense,1.0,
10960,coutertop,1.0,
10961,sown,1.0,
10962,separately-it,1.0,
10963,apporpriate,1.0,
10964,plys,1.0,
10965,additionnal,1.0,
10966,proposed,1.0,
10967,awkard,1.0,1.0
10968,sham-conditioner,1.0,
10969,did.,1.0,
10970,sunset,2.0,4.0
10971,laden,2.0,
10972,fungus,1.0,
10973,accrue,1.0,
10974,assistance,1.0,1.0
10975,heat-related,1.0,
10976,reply-have,1.0,
10977,uncharacteristig,1.0,
10978,lenghy,1.0,
10979,uninterrested,1.0,
10980,equalness,1.0,
10981,airport-,1.0,1.0
10982,reservation-,1.0,
10983,bother-,1.0,
10984,away-,2.0,2.0
10985,sleep-,1.0,1.0
10986,ever-,1.0,
10987,way-,1.0,
10988,drop-down,1.0,
10989,right-of-passage,1.0,
10990,comfort-sleep,1.0,
10991,caveat,1.0,
10992,license,1.0,1.0
10993,pre-purchased,1.0,
10994,distance-if,1.0,
10995,walk-to,1.0,
10996,..convenient,1.0,
10997,.they,1.0,3.0
10998,neighbors,1.0,
10999,uncomfotable,1.0,
11000,..just,1.0,
11001,-comfortable,2.0,3.0
11002,disgarded,1.0,
11003,spur-of-the-moment,1.0,1.0
11004,mishap,1.0,1.0
11005,attrative,1.0,
11006,bumped,1.0,
11007,sofa-sitting,2.0,
11008,voicemails,1.0,
11009,money-grubby,1.0,
11010,left-,2.0,1.0
11011,-pmish,1.0,1.0
11012,wretchedness,1.0,
11013,childhood,1.0,
11014,hairpin,1.0,
11015,understaffing,1.0,
11016,classed,1.0,
11017,overthe,1.0,
11018,gripes..,1.0,
11019,pct,1.0,
11020,puke,1.0,
11021,prepped,1.0,
11022,ice-soda,1.0,
11023,nearer,3.0,
11024,it..had,1.0,
11025,peopple,1.0,
11026,rellied,1.0,
11027,coincidental,1.0,
11028,undoubtedly,1.0,
11029,europe,1.0,
11030,breakfast-lunch,1.0,5.0
11031,-yrs,1.0,
11032,harassed,1.0,
11033,translate,1.0,
11034,negligence,1.0,1.0
11035,huuuge,1.0,
11036,cold-metal-damp,1.0,
11037,tape-gun,1.0,
11038,lie-in,1.0,1.0
11039,pressured,1.0,2.0
11040,mid-chest,1.0,
11041,unstuck,1.0,
11042,palaver,1.0,
11043,bar-restauarnt,1.0,
11044,hurting,1.0,
11045,untucked,1.0,
11046,low-rise,1.0,1.0
11047,allure,1.0,
11048,non-optional,1.0,
11049,beachfront,1.0,1.0
11050,comforting,1.0,
11051,restaraunt-bar,1.0,
11052,'fair,1.0,
11053,explored,1.0,1.0
11054,ear-plugs,1.0,
11055,tastiest,1.0,2.0
11056,wangle,1.0,
11057,waits,2.0,
11058,locaton,1.0,2.0
11059,airconditioner,1.0,
11060,old-shabby,1.0,
11061,sludge-sewage,1.0,
11062,trash-gunk,1.0,
11063,infuriating,1.0,
11064,high-class,1.0,2.0
11065,lend,1.0,1.0
11066,wifi-computer,1.0,
11067,safe-feeling,1.0,1.0
11068,ajacent,1.0,
11069,stingier,1.0,
11070,nook..answer,1.0,
11071,emphatic,1.0,1.0
11072,concious,1.0,1.0
11073,refil,1.0,
11074,high..,1.0,
11075,arguement,1.0,
11076,degress,2.0,
11077,di,1.0,
11078,housekepign,1.0,
11079,prove,1.0,
11080,copied,1.0,
11081,*price,1.0,
11082,chinatown-near,1.0,
11083,disliked,1.0,
11084,colourful,1.0,3.0
11085,marine,1.0,2.0
11086,*there,1.0,
11087,smile..,1.0,
11088,nudie,1.0,
11089,reflective,1.0,2.0
11090,livingsocial,1.0,
11091,sequencial,1.0,
11092,literal,1.0,
11093,drippy,1.0,1.0
11094,impersonable,1.0,
11095,queiet,1.0,
11096,leary,2.0,1.0
11097,closet-wall-on,1.0,
11098,alittle,1.0,4.0
11099,biological,1.0,
11100,stretch,2.0,3.0
11101,laughter,1.0,
11102,it.i,1.0,
11103,glove,1.0,
11104,pre-ordered,1.0,2.0
11105,ping-pong,1.0,
11106,iii,1.0,
11107,guest-facing,1.0,
11108,up-down,1.0,
11109,bulletproof,1.0,
11110,long-haul,1.0,2.0
11111,stage,1.0,1.0
11112,underscore,1.0,
11113,whilest,1.0,
11114,moonstruch,1.0,
11115,chaval,1.0,
11116,despicable,2.0,
11117,jewish,1.0,1.0
11118,single-bed,1.0,
11119,occured,1.0,
11120,pd,1.0,
11121,liable,1.0,
11122,verbaly,1.0,
11123,saftey,1.0,
11124,outward-opening,1.0,
11125,restart,1.0,
11126,escort,1.0,
11127,resource,1.0,1.0
11128,reception-happy,1.0,
11129,traffic-filled,1.0,
11130,-already,1.0,
11131,debited,1.0,
11132,fur,1.0,
11133,fustier,1.0,
11134,urban-suburban,2.0,
11135,reign,1.0,
11136,debris-strewn,1.0,
11137,scuffed-up,1.0,
11138,dermatologist,1.0,
11139,luckier,1.0,
11140,twenty-two,1.0,
11141,diagonal,1.0,1.0
11142,whopper-lie,1.0,
11143,+++,1.0,
11144,loong,2.0,
11145,kitchen-,1.0,
11146,.kept,1.0,
11147,skylight,1.0,1.0
11148,vivian,1.0,
11149,university,1.0,
11150,metallic,2.0,1.0
11151,ten-minute,1.0,2.0
11152,t-mobile,1.0,4.0
11153,expensier,1.0,
11154,econimical,1.0,
11155,walking-biking,1.0,1.0
11156,pleasent,2.0,6.0
11157,absolutley,1.0,
11158,campus,1.0,
11159,river-walk,1.0,
11160,tattoo,1.0,
11161,side-very,1.0,
11162,side-room,1.0,
11163,dusty-felt,1.0,
11164,better-too,1.0,
11165,worn-old,1.0,
11166,unnessary,1.0,
11167,unresponsiveness,1.0,
11168,..spacious,1.0,
11169,fragrant,1.0,5.0
11170,.good,1.0,2.0
11171,champagne-chocolates-goody,1.0,
11172,bag-late,1.0,
11173,curl,1.0,
11174,staed,1.0,
11175,*our,2.0,
11176,website-,1.0,1.0
11177,*can,1.0,
11178,*none,1.0,
11179,stamps,1.0,
11180,availible,1.0,2.0
11181,harldy,1.0,
11182,compulsary,1.0,
11183,watts,1.0,
11184,silicone,1.0,
11185,patchy,1.0,
11186,menger,1.0,
11187,try,1.0,1.0
11188,resealable,1.0,
11189,dissapointing,2.0,1.0
11190,cradle,1.0,1.0
11191,lock-outs,1.0,
11192,delivered…but,1.0,
11193,solitary,1.0,1.0
11194,audio,1.0,3.0
11195,high-volume,2.0,
11196,alleged,1.0,
11197,time.for,1.0,
11198,statue,1.0,3.0
11199,embarassment,1.0,
11200,towel-mat,1.0,
11201,ms,1.0,
11202,centric,2.0,3.0
11203,ginormous,1.0,
11204,programmable,1.0,
11205,pulpy,1.0,
11206,crab,1.0,
11207,clearly,2.0,1.0
11208,yay,1.0,
11209,frugal,1.0,4.0
11210,purchasing,1.0,
11211,nosier,1.0,1.0
11212,double-take,1.0,
11213,infrequent,1.0,
11214,breakfast-restaurant,1.0,
11215,shereton,1.0,
11216,llike,1.0,
11217,high-paying,1.0,
11218,rush-hour,1.0,2.0
11219,unpatched,1.0,
11220,student-style,1.0,
11221,hang-able,1.0,
11222,four-day,1.0,
11223,urn,1.0,
11224,me.do,1.0,
11225,hours.later,1.0,
11226,guests.no,1.0,
11227,milk.the,1.0,
11228,.aside,1.0,
11229,ahead-of-time,1.0,
11230,smug,1.0,
11231,half-empty,2.0,
11232,location-the,1.0,
11233,morning-when,1.0,
11234,miss-some,1.0,
11235,petite,2.0,2.0
11236,~broken,3.0,
11237,metropolian,1.0,
11238,tract,1.0,
11239,sandwiches-entrees,1.0,
11240,bill-receipt,1.0,
11241,accommodating-they,1.0,
11242,av,2.0,
11243,hardwood,1.0,1.0
11244,roadtrip,1.0,
11245,'historic,1.0,1.0
11246,is-,2.0,
11247,morning..,1.0,
11248,trundle,1.0,
11249,walkie,1.0,1.0
11250,prevalent,1.0,
11251,loo,1.0,4.0
11252,horrendous-,1.0,
11253,luggage.my,1.0,
11254,work-cleaning,1.0,
11255,super-clean,1.0,3.0
11256,around-under,1.0,
11257,boxspring-carpet,1.0,
11258,tasteful-high-end,1.0,
11259,trendy-appearing,1.0,
11260,mirrors-painting,1.0,
11261,lightweight,1.0,
11262,pants-we,1.0,
11263,come-also,1.0,
11264,makeover,2.0,
11265,sardine,1.0,
11266,previoius,1.0,
11267,pricline,1.0,
11268,can,1.0,
11269,tryna,1.0,
11270,positve,2.0,
11271,pool-jacuzzi,1.0,
11272,aye,1.0,
11273,wast,1.0,
11274,holiday.the,1.0,
11275,downtonw,1.0,
11276,fun-looking,1.0,
11277,pedistal,1.0,1.0
11278,screen-less,1.0,
11279,deducted,1.0,
11280,childish,1.0,
11281,adult-businessman,1.0,
11282,-wifi,1.0,
11283,-breakfast,1.0,
11284,dirtest,1.0,
11285,coperate,1.0,
11286,embellish,1.0,
11287,imagined,2.0,
11288,parks,1.0,3.0
11289,hotel-would,1.0,
11290,armoire-tv,1.0,
11291,skillet,1.0,
11292,jackhammer,2.0,
11293,nautaulis,1.0,
11294,massage,2.0,
11295,hippy,1.0,1.0
11296,.total,1.0,
11297,revolutionary,1.0,
11298,prevalant,1.0,
11299,water-art,1.0,
11300,secs,1.0,2.0
11301,business-airport,1.0,
11302,bars-music,1.0,
11303,microwave-refridgerator,1.0,
11304,foamy,1.0,2.0
11305,ran-off,1.0,
11306,contour,1.0,
11307,elastic,1.0,1.0
11308,acessible,1.0,
11309,picturesque,1.0,2.0
11310,alien,1.0,
11311,hotel-apartment,1.0,
11312,etc.-standard,1.0,
11313,attachment,1.0,
11314,any-just,1.0,
11315,sunflower,1.0,1.0
11316,bam,1.0,
11317,off-on,1.0,
11318,nighys,1.0,
11319,skyline,1.0,7.0
11320,garishly,1.0,
11321,coffeetable,1.0,
11322,sauerkraut,1.0,
11323,chandeliers-,1.0,
11324,ones-,1.0,
11325,non-paying,1.0,
11326,uncomfortble,1.0,
11327,versus,1.0,
11328,whem,1.0,
11329,coarse,1.0,1.0
11330,wafer-thin,1.0,
11331,conceige,1.0,
11332,over-worked,1.0,1.0
11333,re-confirmed,1.0,
11334,parking-,2.0,
11335,ourselves-,1.0,
11336,swollen,1.0,
11337,sunburn,1.0,
11338,.some,1.0,
11339,frown,1.0,
11340,electriciy,1.0,
11341,consider-ask,1.0,
11342,be-friend,1.0,
11343,expectations-different,1.0,
11344,'green,2.0,1.0
11345,lamps-furniture,1.0,
11346,lifted,2.0,2.0
11347,multi-level,1.0,1.0
11348,rapist,1.0,
11349,threatening-nasty,1.0,
11350,summerday,1.0,
11351,exclaimed,1.0,
11352,here.the,1.0,2.0
11353,update-remodel.would,1.0,
11354,i'l,1.0,
11355,pre-authing,1.0,
11356,pre-auth,1.0,
11357,horriffic,1.0,
11358,dampness,1.0,
11359,nouveau,1.0,
11360,terrible.the,1.0,
11361,sightseeing-major,1.0,
11362,up.the,1.0,
11363,people.it,1.0,
11364,elsewhere.this,1.0,
11365,suggust,1.0,
11366,wedding-,2.0,
11367,rooms.several,1.0,
11368,foot-side,1.0,
11369,shrine,1.0,
11370,walkie-talkie,1.0,
11371,strenght,1.0,
11372,classiest,1.0,1.0
11373,wasn`t,1.0,
11374,wouldn`t,1.0,
11375,civil,2.0,
11376,show-rave,1.0,
11377,deployment,1.0,2.0
11378,beligerant,1.0,
11379,human-sized,1.0,
11380,aunt-,1.0,
11381,went-,1.0,
11382,developed,2.0,1.0
11383,glob,1.0,
11384,flea-infested,1.0,
11385,mois,1.0,
11386,trwin-double-queen,1.0,
11387,auld,1.0,
11388,marriotts,1.0,1.0
11389,crud,1.0,
11390,barbarian,1.0,
11391,okey,1.0,
11392,jr.,1.0,1.0
11393,iwe,1.0,
11394,non-existed,1.0,
11395,difference-,1.0,
11396,renovation-update,2.0,
11397,intiminated,1.0,
11398,'better,1.0,
11399,latte,1.0,
11400,image..,1.0,
11401,budget-concious,1.0,
11402,sweaty,1.0,
11403,majesty,1.0,
11404,re-magnetized,1.0,
11405,imbibe,1.0,
11406,face-lift,1.0,
11407,lower-middle-of-the-road,1.0,
11408,extremley,1.0,
11409,necessitating,1.0,
11410,snacks-sandwiches,1.0,
11411,accentuate,1.0,
11412,remodeled-loft,1.0,
11413,unsuable,1.0,
11414,measured,1.0,
11415,on-hop,1.0,
11416,clock,2.0,1.0
11417,self-seating,1.0,
11418,something-,1.0,
11419,anything-,1.0,
11420,yuor,1.0,
11421,abd,1.0,
11422,crack,1.0,1.0
11423,rips,1.0,
11424,kentucky,1.0,
11425,walls-,1.0,
11426,leanto,1.0,
11427,disposed,1.0,
11428,half-decent,1.0,
11429,-.-*,1.0,1.0
11430,underwellmed,1.0,
11431,ipad-,1.0,1.0
11432,accidental,1.0,
11433,vacummed,1.0,
11434,cannery,1.0,
11435,yappy,1.0,3.0
11436,camped,1.0,
11437,bedspreads,1.0,
11438,duplicate,1.0,
11439,cental,1.0,1.0
11440,porch,1.0,1.0
11441,disengenuous,1.0,
11442,promoted,1.0,
11443,beaultiful,1.0,
11444,selection,1.0,2.0
11445,recommendation,1.0,
11446,mediocrity,1.0,
11447,smoother,1.0,
11448,equated,1.0,
11449,weasel-like,1.0,
11450,slim,3.0,3.0
11451,here.while,1.0,
11452,*same,1.0,
11453,well-heeled,1.0,
11454,intersection,3.0,
11455,highway-,1.0,
11456,carnegie,1.0,
11457,indistinguishable,1.0,
11458,upper-storey,1.0,
11459,family-friendly,2.0,4.0
11460,eagerness,1.0,
11461,matching,1.0,
11462,stainless,1.0,1.0
11463,broadcast,1.0,
11464,water-saving,1.0,
11465,tyhe,2.0,1.0
11466,helful,1.0,
11467,principal,1.0,
11468,admonish,1.0,
11469,preparedness,1.0,
11470,non-celebration,1.0,
11471,gentlement,1.0,
11472,vigorous,1.0,2.0
11473,wave,1.0,
11474,double-bed,2.0,2.0
11475,explicative,1.0,
11476,that's-too-bad-because-the-room-you're-supposed-to-be-in-is-all-booked,1.0,
11477,cerial,1.0,
11478,wanting-needing,1.0,
11479,disapointing,1.0,
11480,loby,1.0,2.0
11481,mommy-runaway-for-the-weekend,1.0,
11482,right-in-the-middle-of-everything-chicago,1.0,
11483,asparagus,1.0,1.0
11484,debated,1.0,
11485,gunshot,1.0,
11486,contact-room,1.0,
11487,eggs-larvae,1.0,
11488,comimg,1.0,
11489,maze-like,1.0,
11490,beseiged,1.0,
11491,animated,1.0,
11492,under-sized,1.0,
11493,off-sized,1.0,
11494,half-night,1.0,
11495,dingey,1.0,
11496,okee,1.0,
11497,request-demand,1.0,
11498,persuaded,1.0,
11499,superfluous,1.0,2.0
11500,after-party,1.0,
11501,grubbier-old,1.0,
11502,up-market,1.0,
11503,family-kids,1.0,
11504,pop-music,1.0,
11505,unfixed,1.0,
11506,un-restful,1.0,
11507,francisco,1.0,6.0
11508,opp,1.0,
11509,up-date,1.0,
11510,outragious,1.0,
11511,adjacent-connected,1.0,
11512,hotel-and,1.0,
11513,laissez-faire,1.0,
11514,throught,2.0,4.0
11515,agoda,1.0,
11516,brim,1.0,2.0
11517,tempermental,1.0,
11518,railroad,1.0,
11519,phoning,1.0,
11520,luckly,1.0,
11521,price-location,1.0,
11522,quality-service,1.0,
11523,sheets-pillows,1.0,
11524,plainly-designed,1.0,
11525,moderately-designed,1.0,
11526,checkws,1.0,
11527,over-empowering,1.0,
11528,vision,1.0,
11529,indented,1.0,
11530,non-driver,1.0,
11531,minimal-,1.0,
11532,runway,1.0,
11533,texture,1.0,
11534,multi-grain,1.0,
11535,joie,1.0,
11536,robbery,1.0,
11537,screens,1.0,
11538,grossest,2.0,
11539,non-smoking-,1.0,
11540,comforting.we,1.0,
11541,promptly.ok,1.0,
11542,woudl,1.0,
11543,re-use,1.0,
11544,televison,1.0,
11545,semi-industrial,1.0,
11546,bundle,1.0,1.0
11547,depth,1.0,2.0
11548,oppposite,1.0,
11549,'pc,1.0,
11550,neihbour,1.0,
11551,spree,1.0,2.0
11552,cheezy,1.0,
11553,gurgling-,1.0,
11554,grassy,3.0,4.0
11555,upkept,2.0,
11556,-outside,1.0,
11557,entry-lobby,1.0,
11558,willllllllllll,1.0,
11559,unhabitable,1.0,
11560,yahoo,1.0,
11561,non-hyatt,1.0,
11562,ummmm,1.0,
11563,post-broadway,1.0,
11564,nosh,1.0,
11565,up..the,1.0,
11566,parking-day,1.0,
11567,usc,1.0,
11568,menthol,1.0,
11569,epicenter,1.0,
11570,thirteen,1.0,2.0
11571,entertaining,1.0,5.0
11572,dressy,1.0,
11573,idecided,1.0,
11574,remedy,1.0,
11575,hot-meaning,1.0,
11576,kid-sized,1.0,
11577,there´s,1.0,
11578,ramshackle,1.0,
11579,divided,1.0,1.0
11580,nickel-size,1.0,
11581,unparelled,1.0,
11582,flithy,1.0,
11583,sealant,1.0,
11584,elegance,1.0,
11585,shocking,1.0,1.0
11586,anguish,1.0,
11587,escalate,1.0,
11588,pertinent,1.0,
11589,hook-ups,1.0,
11590,hotal,1.0,1.0
11591,leper,1.0,
11592,ross,1.0,
11593,describes,1.0,1.0
11594,plex,1.0,
11595,aceptable,1.0,
11596,disappinted,1.0,
11597,lesley,1.0,
11598,dark-dingy,1.0,
11599,.also,1.0,
11600,over-rating,1.0,
11601,occur,1.0,1.0
11602,come-first,1.0,
11603,inn-credible,1.0,
11604,.complete,1.0,
11605,pan,1.0,2.0
11606,tomatoe,1.0,
11607,luckily,1.0,2.0
11608,sullen,1.0,
11609,airless,1.0,
11610,condo,1.0,3.0
11611,ultra-clean,1.0,1.0
11612,much-appreciated,1.0,
11613,talked-laughed,1.0,
11614,me-my,1.0,
11615,noise-proofing,1.0,
11616,over-,1.0,1.0
11617,elevator-,1.0,
11618,waiting-,1.0,
11619,uncle,1.0,
11620,faulted,1.0,
11621,couldint,1.0,
11622,non-stinky,1.0,
11623,overtime,1.0,
11624,six-night,2.0,
11625,making,1.0,
11626,brown-tone,1.0,
11627,wore,1.0,1.0
11628,unforgiveable,1.0,
11629,less-expensive,1.0,
11630,arterial,1.0,
11631,unchecked,1.0,1.0
11632,car-less,1.0,
11633,log-in,1.0,1.0
11634,grotto,1.0,
11635,wiry,1.0,
11636,value-price,1.0,
11637,center-pool,1.0,
11638,-p.m.,1.0,
11639,bar-pool,1.0,
11640,re-branded,1.0,
11641,weather-stripping,1.0,
11642,glass-sided,1.0,
11643,vending-ice,1.0,1.0
11644,deli-,1.0,
11645,fluid-stained,1.0,
11646,gaping,1.0,
11647,leaf-shaped,1.0,
11648,footrest,1.0,
11649,fot,1.0,
11650,interminable,1.0,
11651,parking-room,1.0,
11652,stately,1.0,1.0
11653,bar-coffee,1.0,2.0
11654,adamant,1.0,
11655,poorly-maintained,1.0,
11656,seems..,1.0,
11657,disoriented,1.0,
11658,sthan,1.0,
11659,rite-aid,1.0,
11660,bragged,1.0,
11661,acerbic,1.0,
11662,unattached,1.0,
11663,shock,1.0,2.0
11664,appt,2.0,
11665,owners-desk-maids..everybody..could,1.0,
11666,mad..even,1.0,
11667,passed..can,1.0,
11668,girls,2.0,8.0
11669,outside…,1.0,
11670,limited.ac,1.0,
11671,cap,1.0,
11672,cost-to-value,1.0,
11673,air-heating,1.0,
11674,station-alarm,1.0,1.0
11675,capitulated,1.0,
11676,unspecial-but-cheaper,1.0,
11677,groom,2.0,
11678,executed,1.0,1.0
11679,balcony.the,1.0,
11680,houskeeper,1.0,
11681,mitigate,1.0,
11682,out—we,1.0,
11683,veneer,1.0,
11684,offsight,1.0,
11685,entry-bath,1.0,
11686,middial,1.0,
11687,roasted,1.0,
11688,treats,1.0,5.0
11689,kit,2.0,3.0
11690,one…,1.0,
11691,freaken,1.0,
11692,nephew,2.0,6.0
11693,lanes,1.0,
11694,relentless,2.0,1.0
11695,fog,1.0,1.0
11696,sand-colored,1.0,
11697,referred,2.0,1.0
11698,rock-hard,1.0,
11699,tarp,1.0,
11700,sadest,1.0,
11701,'different,1.0,1.0
11702,claustrophopic-feeling,1.0,
11703,optimal,1.0,2.0
11704,frumpy,1.0,
11705,washed-used,1.0,
11706,inhabited,1.0,
11707,flirty,1.0,
11708,circumnavigate,1.0,
11709,bunker,1.0,
11710,rubbery,1.0,1.0
11711,shock-the-conscious,1.0,
11712,strange-mixed,1.0,
11713,see-do,2.0,1.0
11714,hard-piped,1.0,
11715,quasi-gross,1.0,
11716,novotel,1.0,
11717,.novotel,1.0,
11718,partculary,1.0,
11719,shout-out,1.0,
11720,special.,1.0,
11721,patron,1.0,
11722,impulse,1.0,
11723,'carter,1.0,
11724,taps,1.0,
11725,snib,1.0,
11726,holdall,1.0,
11727,statistic,1.0,
11728,mirror-counter,1.0,
11729,satisfy,1.0,3.0
11730,brit,1.0,
11731,greet,2.0,2.0
11732,..but,1.0,3.0
11733,unmanned,2.0,
11734,unawhere,1.0,
11735,halls,1.0,
11736,corporate-owned,1.0,
11737,invalid,1.0,
11738,postage,1.0,
11739,stamp-sized,1.0,
11740,dumped,1.0,
11741,prosperous,1.0,
11742,ladies-men,1.0,
11743,up-this,1.0,
11744,meager,1.0,1.0
11745,resurfaced,1.0,
11746,desk..,1.0,
11747,ignore-run,1.0,
11748,company-garage,1.0,
11749,*i,1.0,
11750,-sqf,1.0,
11751,transient,1.0,1.0
11752,'trendy,1.0,
11753,roman,1.0,
11754,black-out,1.0,1.0
11755,pin,1.0,1.0
11756,over-masculine,1.0,
11757,flask,1.0,
11758,bythe,1.0,
11759,uncoordinated,1.0,
11760,drive-train,1.0,
11761,dude,1.0,
11762,hours..,1.0,
11763,trip-,1.0,1.0
11764,explore,1.0,4.0
11765,on-going,1.0,2.0
11766,fabricated,1.0,
11767,chummy,1.0,
11768,free-cheap,1.0,
11769,frequented,1.0,
11770,-housekeeper,1.0,
11771,vision-excalibur,1.0,
11772,flat-panel,2.0,6.0
11773,window-seats,1.0,
11774,storing,1.0,1.0
11775,.nice,1.0,
11776,rocket,1.0,1.0
11777,leopard,1.0,2.0
11778,afternoon-early,1.0,3.0
11779,humidifier,1.0,1.0
11780,lounge-restaurant,1.0,5.0
11781,updated-flat,1.0,
11782,nonrefundable,1.0,3.0
11783,hot-stuffy,1.0,
11784,booking.com,2.0,2.0
11785,satifactory,1.0,
11786,bacon-sausage,1.0,
11787,biscuits-gravy,1.0,2.0
11788,pancakes-french,1.0,
11789,'accident,1.0,
11790,flooding,1.0,
11791,salted,1.0,
11792,printouts,1.0,
11793,lengths,1.0,2.0
11794,slap-dash,1.0,
11795,out.the,1.0,
11796,old-world,1.0,7.0
11797,availeble,1.0,
11798,saturated,1.0,
11799,microsoft,1.0,
11800,skull,1.0,
11801,foisty,1.0,
11802,elevators-lifts,1.0,
11803,.to,1.0,1.0
11804,crayon,1.0,1.0
11805,average-to-nice,1.0,
11806,furnishings,1.0,3.0
11807,columbus,1.0,1.0
11808,two-bedroom,1.0,1.0
11809,expensive-use,1.0,
11810,disppointed,1.0,
11811,er,1.0,
11812,announced,1.0,
11813,graceful,1.0,
11814,lime,1.0,
11815,hillside-driveway,1.0,
11816,===,1.0,
11817,defined,1.0,1.0
11818,affadavit,1.0,
11819,suffice,1.0,1.0
11820,collection,1.0,
11821,kimberly,1.0,1.0
11822,pcs,1.0,
11823,wobble,1.0,
11824,missing,1.0,1.0
11825,'-th,1.0,
11826,speculative,1.0,
11827,refrigerated,1.0,
